all_validation_checks_pass,folder,fps,frame_count_unchanged,frames,lower_body_pose_delta_bounded,motion_has_betas,motion_has_poses,motion_has_trans,motion_mocap_frame_rate,motion_mocap_framerate,post_beta_variation_max_abs,post_contact_max_speed,post_contact_mean_speed,post_contact_num_sliding,post_lower_pose_delta_max_abs,post_penetration0_max,post_penetration0_mean,post_root_rms_vertical_accel,post_upper_pose_delta_max_abs,post_vs_raw_contact_max_speed_reduction_pct,post_vs_raw_contact_mean_speed_reduction_pct,post_vs_raw_contact_num_sliding_reduction_pct,post_vs_raw_penetration0_max_reduction_pct,post_vs_raw_penetration0_mean_reduction_pct,post_vs_raw_root_jitter_reduction_pct,post_vs_raw_root_rms_vertical_accel_reduction_pct,post_vs_world_contact_max_speed_reduction_pct,post_vs_world_contact_mean_speed_reduction_pct,post_vs_world_contact_num_sliding_reduction_pct,post_vs_world_penetration0_max_reduction_pct,post_vs_world_penetration0_mean_reduction_pct,post_vs_world_root_rms_vertical_accel_reduction_pct,raw_contact_max_speed,raw_contact_mean_speed,raw_contact_num_sliding,raw_penetration0_max,raw_penetration0_mean,raw_root_rms_vertical_accel,reference_all_checks_pass,reference_contact_coverage,reference_contact_exists,reference_contact_shape,reference_contact_switch_rate,reference_coordinate_system,reference_fps,reference_manifest_exists,reference_motion_exists,reference_num_frames,reference_num_stance_anchors,reference_quality_success,reference_quality_tier,reference_source_coordinate_system,reference_stance_anchors_exists,reference_stance_coverage,reference_usable_for_training,reference_version,root_vertical_jitter_not_worse,sequence,sequence_group,smpl_contact_foot_sliding_reduced,smpl_foot_penetration_reduced,upper_body_pose_delta_small,validation_success,world_contact_max_speed,world_contact_mean_speed,world_contact_num_sliding,world_penetration0_max,world_penetration0_mean,world_root_rms_vertical_accel
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/6月2日-1,60.0,True,112,True,True,True,True,60.0,60.0,0.0,10.3204155,0.31500065,59,0.45874971,0.0,0.0,0.00064548,0.0,-270.48538254387313,1.9068093567756221,73.05936073059361,100.0,100.0,-22.885373236621174,-22.885373236621174,-270.48538254387313,1.9068093567756221,73.05936073059361,100.0,100.0,0.0,2.78564715,0.32112387,219,0.88392097,0.83918095,0.00052527,True,0.8973214285714286,True,"[112, 4]",0.013513513513513514,amass_zup,60.0,True,True,112,6,True,B,wham_yup,True,0.8973214285714286,True,contact_reference_bundle_v1,True,6月2日-1,june2,True,True,True,True,2.78564715,0.32112387,219,0.01697278,0.00123738,0.00064548
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/6月2日-2,60.0,True,119,True,True,True,True,60.0,60.0,0.0,9.69850159,0.28988826,64,0.41711798,0.0,0.0,0.00066059,0.0,-268.5142169596443,10.346661655690514,75.1937984496124,100.0,100.0,-28.617044060668604,-28.617044060668604,-268.5142169596443,10.346661655690514,75.1937984496124,100.0,100.0,0.0,2.63178492,0.32334352,258,0.89245927,0.83942533,0.00051361,True,0.8949579831932774,True,"[119, 4]",0.012711864406779662,amass_zup,60.0,True,True,119,6,True,B,wham_yup,True,0.9096638655462185,True,contact_reference_bundle_v1,True,6月2日-2,june2,True,True,True,True,2.63178492,0.32334352,258,0.03228503,0.00212675,0.00066059
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/6月2日-3,60.0,True,132,True,True,True,True,60.0,60.0,0.0,9.58348942,0.26227349,68,0.35192534,0.0009321,2.34e-06,0.00064511,0.0,-233.63959858803747,25.426015314546508,78.54889589905363,99.89598018139557,99.9997217066428,-4.454339378238326,-4.454339378238326,-233.63959858803747,25.426015314546508,78.54889589905363,96.9335910770494,99.92116035781068,0.0,2.87240767,0.35169569,317,0.89607924,0.84083933,0.0006176,True,0.8863636363636364,True,"[132, 4]",0.011450381679389313,amass_zup,60.0,True,True,132,6,True,B,wham_yup,True,0.884469696969697,True,contact_reference_bundle_v1,True,6月2日-3,june2,True,True,True,True,2.87240767,0.35169569,317,0.03039712,0.00296805,0.00064511
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/6月2日-4,60.0,True,113,True,True,True,True,60.0,60.0,0.0,1.08524299,0.0939123,60,0.43945217,0.00303918,0.00038856,0.00028794,0.0,62.303292167069884,71.66710719198282,76.28458498023716,99.66402108801128,99.95371659847541,37.20778087927425,37.20778087927425,62.303292167069884,71.66710719198282,76.28458498023716,92.54587364103308,89.13705328312268,66.17246240601504,2.87888002,0.33146033,253,0.90457463,0.83952343,0.00045856,True,0.9889380530973452,True,"[113, 4]",0.017857142857142856,amass_zup,60.0,True,True,113,4,True,B,wham_yup,True,1.0,True,contact_reference_bundle_v1,True,6月2日-4,june2,True,True,True,True,2.87888002,0.33146033,253,0.04077178,0.00357693,0.0008512
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/6月2日-5,60.0,True,128,True,True,True,True,60.0,60.0,0.0,10.0679636,0.31342423,69,0.4121173,0.00500584,0.00060184,0.00085123,0.0,-309.16187961860464,13.028536255777782,79.88338192419825,99.44669054440183,99.92870641217851,-46.249398666758296,-46.249398666758296,-309.16187961860464,13.028536255777782,79.88338192419825,85.30282549439399,87.21241532878354,24.63189396421204,2.46063089,0.36037594,343,0.90470892,0.84417129,0.00058204,True,0.94140625,True,"[128, 4]",0.011811023622047244,amass_zup,60.0,True,True,128,6,True,B,wham_yup,True,0.927734375,True,contact_reference_bundle_v1,True,6月2日-5,june2,True,True,True,True,2.46063089,0.36037594,343,0.03405988,0.00470644,0.00112943
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/6月2日-6,60.0,True,120,True,True,True,True,60.0,60.0,0.0,10.19408894,0.36354655,57,0.41987467,0.00716293,0.00040023,0.00098697,0.0,-264.7341054859435,12.940485690134532,83.57348703170028,99.21227521883799,99.95238370177499,-85.14481878892474,-85.14481878892474,-264.7341054859435,12.940485690134532,83.57348703170028,81.67210009899671,91.7631538869978,0.0,2.79493713,0.41758394,347,0.90931886,0.84053153,0.00053308,True,0.9416666666666667,True,"[120, 4]",0.012605042016806723,amass_zup,60.0,True,True,120,6,True,B,wham_yup,True,0.9229166666666667,True,contact_reference_bundle_v1,True,6月2日-6,june2,True,True,True,True,2.79493713,0.41758394,347,0.03908211,0.00485902,0.00098697
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/6月2日-7,60.0,True,119,True,True,True,True,60.0,60.0,0.0,9.59320354,0.33013746,62,0.39161858,0.006432,0.00058073,0.00098667,0.0,-176.10831557253115,20.14533979261091,80.19169329073482,99.2822343161921,99.93062166502867,-71.26416830119248,-71.26416830119248,-176.10831557253115,20.14533979261091,80.19169329073482,85.5397699042864,85.57912694530185,32.77715702839701,3.47443485,0.41342291,313,0.89611417,0.83704805,0.00057611,True,0.8907563025210085,True,"[119, 4]",0.012711864406779662,amass_zup,60.0,True,True,119,6,True,B,wham_yup,True,0.884453781512605,True,contact_reference_bundle_v1,True,6月2日-7,june2,True,True,True,True,3.47443485,0.41342291,313,0.04448062,0.00402701,0.00146776
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video1,60.0,True,154,True,True,True,True,60.0,60.0,0.0,9.00516319,0.21493882,86,0.40844387,0.00623292,0.00071612,0.00088834,0.0,27.68895693471616,51.82225573857151,79.95337995337995,99.3035276125514,99.91491385407936,-47.5917526458323,-47.5917526458323,27.68895693471616,51.82225573857151,79.95337995337995,70.49774860805617,64.69410796073618,19.467309714617247,12.453372,0.44613716,429,0.89492708,0.84164113,0.00060189,True,0.939935064935065,True,"[154, 4]",0.016339869281045753,amass_zup,60.0,True,True,154,6,True,B,wham_yup,True,0.9025974025974026,True,contact_reference_bundle_v1,True,video1,video,True,True,True,True,12.453372,0.44613716,429,0.02112693,0.00202833,0.00110308
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video10,60.0,True,173,True,True,True,True,60.0,60.0,0.0,0.93712878,0.05947024,46,0.55722606,0.00480992,0.00062174,0.00022517,0.0,60.607724570741524,83.51628967618883,89.86784140969164,99.4629936098861,99.92733028892118,52.20436840652927,52.20436840652927,60.607724570741524,83.51628967618883,89.86784140969164,76.85780544836945,27.63059875221157,51.808492423593876,2.37896585,0.36078188,454,0.89569139,0.85556966,0.00047111,True,0.9884393063583815,True,"[173, 4]",0.015988372093023256,amass_zup,60.0,True,True,173,4,True,B,wham_yup,True,1.0,True,contact_reference_bundle_v1,True,video10,video,True,True,True,True,2.37896585,0.36078188,454,0.0207842,0.00085912,0.00046724
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video2,60.0,True,155,True,True,True,True,60.0,60.0,0.0,11.62806797,0.17103998,34,0.3976267,0.00659454,0.00065968,0.0005739,0.0,-491.25248836368723,52.50048036894111,92.27272727272727,99.27024867543385,99.92333836771988,-35.75399172087523,-35.75399172087523,-491.25248836368723,52.50048036894111,92.27272727272727,68.96706043680675,63.093792833365974,12.312064539787315,1.96668398,0.36008781,440,0.90366948,0.86050868,0.00042275,True,0.9661290322580646,True,"[155, 4]",0.006493506493506494,amass_zup,60.0,True,True,155,6,True,B,wham_yup,True,0.9596774193548387,True,contact_reference_bundle_v1,True,video2,video,True,True,True,True,1.96668398,0.36008781,440,0.02125013,0.00178745,0.00065448
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video3,60.0,True,173,True,True,True,True,60.0,60.0,0.0,10.55636883,0.16010295,49,0.36395472,0.0061444,0.00063488,0.00060038,0.0,-431.5273944788449,53.1004113993604,89.77035490605428,99.31808461595053,99.92614978198668,-28.85073505740958,-28.85073505740958,-431.5273944788449,53.1004113993604,89.77035490605428,63.342795335578906,52.46908034618034,6.190625000000013,1.98604417,0.34137389,479,0.90105021,0.85968602,0.00046595,True,0.958092485549133,True,"[173, 4]",0.007267441860465116,amass_zup,60.0,True,True,173,6,True,B,wham_yup,True,0.9421965317919075,True,contact_reference_bundle_v1,True,video3,video,True,True,True,True,1.98604417,0.34137389,479,0.01676178,0.00133572,0.00064
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video4,60.0,True,176,True,True,True,True,60.0,60.0,0.0,9.37085152,0.20493051,66,0.43214923,0.00600392,0.00063361,0.00060005,0.0,-314.5429326547327,45.762979171559024,86.69354838709677,99.33172598156224,99.92553392922565,-33.79041248606465,-33.79041248606465,-314.5429326547327,45.762979171559024,86.69354838709677,72.11675821879255,-14.957272710778875,0.22779422034518232,2.26052618,0.37784249,496,0.89842188,0.85087073,0.0004485,True,0.9389204545454546,True,"[176, 4]",0.02,amass_zup,60.0,True,True,176,6,True,B,wham_yup,True,0.9303977272727273,True,contact_reference_bundle_v1,True,video4,video,True,True,True,True,2.26052618,0.37784249,496,0.02153236,0.00055117,0.00060142
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5,60.0,True,179,True,True,True,True,60.0,60.0,0.0,10.24847412,0.24961032,86,0.46592188,0.00591671,0.00011331,0.00040235,0.0,-321.2381767761124,35.986814649663216,82.52032520325203,99.33750891501191,99.98672506388893,21.394521939592867,21.394521939592867,-321.2381767761124,35.986814649663216,82.52032520325203,67.53183183331494,84.40566466192318,0.0,2.43294048,0.38993579,492,0.89310032,0.85356343,0.00051186,True,0.9231843575418994,True,"[179, 4]",0.016853932584269662,amass_zup,60.0,True,True,179,6,True,B,wham_yup,True,0.9162011173184358,True,contact_reference_bundle_v1,True,video5,video,True,True,True,True,2.43294048,0.38993579,492,0.01822311,0.00072661,0.00040235
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6,60.0,True,168,True,True,True,True,60.0,60.0,0.0,9.10700417,0.20328754,61,0.53595841,0.00562263,0.00068427,0.00065047,0.0,-319.55968044834594,50.16087159145846,87.07627118644068,99.37845495333585,99.91990209811622,-29.782521947326405,-29.782521947326405,-319.55968044834594,50.16087159145846,87.07627118644068,77.77713221954777,40.17886804329201,20.113234427195916,2.17060995,0.40788743,472,0.90462148,0.85429204,0.0005012,True,0.9598214285714286,True,"[168, 4]",0.01347305389221557,amass_zup,60.0,True,True,168,5,True,B,wham_yup,True,0.9717261904761905,True,contact_reference_bundle_v1,True,video6,video,True,True,True,True,2.17060995,0.40788743,472,0.0253011,0.00114386,0.00081424
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7,60.0,True,190,True,True,True,True,60.0,60.0,0.0,9.32900238,0.20807099,108,0.46561885,0.00608015,0.0002526,0.00061265,0.0,-171.20040229861488,46.47807086555739,79.06976744186046,99.32781546088673,99.97050348725615,-48.503211731911264,-48.503211731911264,-171.20040229861488,46.47807086555739,79.06976744186046,76.43814817714046,82.82345421287765,0.0,3.43989253,0.38875839,516,0.90453583,0.85637242,0.00041255,True,0.9342105263157895,True,"[190, 4]",0.013227513227513227,amass_zup,60.0,True,True,190,6,True,B,wham_yup,True,0.9131578947368421,True,contact_reference_bundle_v1,True,video7,video,True,True,True,True,3.43989253,0.38875839,516,0.02580506,0.00147061,0.00061265
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8,60.0,True,185,True,True,True,True,60.0,60.0,0.0,10.20701218,0.26699066,103,0.45694891,0.00561833,7.668e-05,0.00064574,0.0,-308.69577932920754,33.810702945752354,80.0,99.38161602001641,99.9910214598701,-29.966790781926147,-29.966790781926147,-308.69577932920754,33.810702945752354,80.0,75.4790641565826,86.74503025064823,0.0,2.49745965,0.40337437,515,0.90855038,0.85403639,0.00049685,True,0.9108108108108108,True,"[185, 4]",0.017663043478260868,amass_zup,60.0,True,True,185,7,True,B,wham_yup,True,0.9054054054054054,True,contact_reference_bundle_v1,True,video8,video,True,True,True,True,2.49745965,0.40337437,515,0.02291238,0.0005785,0.00064574
True,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9,60.0,True,146,True,True,True,True,60.0,60.0,0.0,8.61298561,0.2325967,48,0.60286313,0.00643539,0.00059388,0.0005184,0.0,-267.868112061177,31.765603837796274,86.99186991869918,99.30501853446978,99.93179681155262,9.949972206781535,9.949972206781535,-267.868112061177,31.765603837796274,86.99186991869918,74.41112370706469,55.213007443382786,33.64395064256822,2.34132433,0.34087896,369,0.92598009,0.87075108,0.00057568,True,0.9828767123287672,True,"[146, 4]",0.013793103448275862,amass_zup,60.0,True,True,146,5,True,B,wham_yup,True,0.9743150684931506,True,contact_reference_bundle_v1,True,video9,video,True,True,True,True,2.34132433,0.34087896,369,0.02514917,0.00132601,0.00078124
